Gostei,do,produto,,,tudo,ok,como,o,esperado,.,,,,,,,,,,,,,,,,,,
PRON,NOUN,VERB,ADP,PROPN,SCONJ,PRON,AUX,VERB,DET,DET,NOUN,ADP,NOUN,SPACE,,,,,,,,,,,,,
Nóis,foi,mesmo,!,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,VERB,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,,
Nesse,ponto,de,onibus,esperando,até,o,infinito,não,vai,passar,não,?,,,,,,,,,,,,,,,
ADP,NOUN,ADP,NOUN,VERB,ADP,DET,NOUN,ADV,AUX,VERB,ADV,PUNCT,SPACE,,,,,,,,,,,,,,
Ninguém,escreve,América,sem,Érica,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PROPN,ADP,PROPN,SPACE,,,,,,,,,,,,,,,,,,,,,,
to,bem,tb,kkk,vou,passar,pra,minha,mãe,kkk,,,,,,,,,,,,,,,,,,
ADP,ADV,ADV,X,AUX,VERB,DET,PRON,NOUN,X,SPACE,,,,,,,,,,,,,,,,,
e,esse,trem,panorâmico,na,Suíca,?,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,NOUN,NOUN,PROPN,PROPN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
Internautas,veem,ele,ali,escondido,,,,,,,,,,,,,,,,,,,,,,,
PROPN,VERB,PRON,ADV,VERB,SPACE,,,,,,,,,,,,,,,,,,,,,,
Em,vc,nada,palhaço,,,vai,fazer,em,mim,,,,,,,,,,,,,,,,,,,
ADP,NOUN,NOUN,NOUN,PUNCT,AUX,VERB,ADP,PRON,SPACE,,,,,,,,,,,,,,,,,,
Mas,vc,n,bebe,né,?,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,PRON,VERB,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,
Quero,acordar,cedo,,,mais,durmo,tarde,todos,os,dias,.,,,,,,,,,,,,,,,,,
VERB,VERB,ADV,PUNCT,CCONJ,NOUN,ADV,PRON,DET,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,
Ela,se,demitiu,,,não,sei,porquê,.,,,,,,,,,,,,,,,,,,,,
PRON,PRON,VERB,PUNCT,ADV,VERB,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,
Agente,vai,estudar,português,hoje,.,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,NOUN,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,
Olha,se,tem,algum,trabalho,pra,mim,fazer,essa,semana,?,,,,,,,,,,,,,,,,,
VERB,PRON,VERB,PRON,NOUN,ADP,PRON,VERB,PRON,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,
Não,consigo,enchergar,nada,sem,esses,óculos,.,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,NOUN,ADP,PRON,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,
Hoje,a,noite,vou,dirijir,até,minha,cidade,.,,,,,,,,,,,,,,,,,,,
ADV,DET,NOUN,AUX,VERB,ADP,PRON,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,
Gentilesa,gera,gentilesa,.,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,VERB,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,,
O,médico,usou,o,aparelho,de,midir,preção,na,consulta,.,,,,,,,,,,,,,,,,,
DET,NOUN,VERB,DET,NOUN,ADP,VERB,NOUN,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,
O,sr,.,deve,esperar,do,lado,de,fora,até,que,seja,atendido,.,,,,,,,,,,,,,,
DET,NOUN,PUNCT,NOUN,VERB,ADP,NOUN,ADP,ADV,ADP,SCONJ,AUX,VERB,PUNCT,SPACE,,,,,,,,,,,,,
O,dr,.,disse,que,irá,atender,vocês,agora,.,,,,,,,,,,,,,,,,,,
DET,NOUN,PUNCT,VERB,SCONJ,AUX,VERB,NOUN,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,
Prof,.,,,quando,vai,ser,a,prova,?,,,,,,,,,,,,,,,,,,,
NOUN,PUNCT,PUNCT,ADV,AUX,VERB,DET,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,
Obs,.,:,entreguem,os,trabalhos,até,a,semana,que,vem,.,,,,,,,,,,,,,,,,
NOUN,PUNCT,PUNCT,VERB,DET,NOUN,ADP,DET,NOUN,SCONJ,VERB,PUNCT,SPACE,,,,,,,,,,,,,,,
Atenção,!,O,diretor,irá,falar,agora,.,,,,,,,,,,,,,,,,,,,,
NOUN,PUNCT,DET,NOUN,AUX,VERB,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,
Cuidado,!,Piso,molhado,.,,,,,,,,,,,,,,,,,,,,,,,
NOUN,PUNCT,NOUN,ADJ,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
Viva,!,Encontramos,a,cura,!,,,,,,,,,,,,,,,,,,,,,,
NOUN,PUNCT,VERB,DET,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,
Ufa,!,Acabamos,o,trabalho,.,,,,,,,,,,,,,,,,,,,,,,
INTJ,PUNCT,VERB,DET,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,
Tudo,bem,,,farei,o,que,me,pediu,.,;),,,,,,,,,,,,,,,,,,
PRON,NOUN,PUNCT,VERB,DET,SCONJ,PRON,VERB,PUNCT,SYM,SPACE,,,,,,,,,,,,,,,,,
Até,mais,,,beijos,.,;,*,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,PUNCT,NOUN,PUNCT,SYM,SYM,SPACE,,,,,,,,,,,,,,,,,,,,
Só,poderei,sair,do,trabalho,à,s,19,horas,.,:/,,,,,,,,,,,,,,,,,
ADV,VERB,VERB,DET,NOUN,DET,DET,NUM,NOUN,PUNCT,SYM,SPACE,,,,,,,,,,,,,,,,
Nunca,esperaria,isso,de,vocês,.,T_T,,,,,,,,,,,,,,,,,,,,,
ADV,VERB,PRON,ADP,NOUN,PUNCT,SYM,SPACE,,,,,,,,,,,,,,,,,,,,
Uai,,,mas,isso,não,faz,sentido,.,,,,,,,,,,,,,,,,,,,,
INTJ,PUNCT,CCONJ,PRON,ADV,VERB,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,
Eita,,,é,sério,que,ele,sofreu,um,acidente,?,,,,,,,,,,,,,,,,,,
NOUN,PUNCT,VERB,ADJ,SCONJ,PRON,VERB,DET,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,
Tá,tirando,uma,com,a,minha,cara,?,,,,,,,,,,,,,,,,,,,,
AUX,VERB,DET,ADP,DET,PRON,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,
Cuidado,:,esse,post,é,NSFW,.,,,,,,,,,,,,,,,,,,,,,
NOUN,PUNCT,PRON,NOUN,VERB,PROPN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
Se,a,gente,trocar,uma,ideia,,,talvez,funcione,.,,,,,,,,,,,,,,,,,,
SCONJ,DET,NOUN,VERB,PRON,NOUN,PUNCT,ADV,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,
Ontem,à,tarde,,,a,equipe,fez,o,brainstorm,do,projeto,.,,,,,,,,,,,,,,,,
ADJ,ADP,NOUN,PUNCT,DET,NOUN,VERB,DET,NOUN,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,
Preciso,dos,resultados,de,imediato,,,para,que,possa,ser,dado,o,feedback,.,,,,,,,,,,,,,,
VERB,NOUN,NOUN,ADP,ADJ,PUNCT,ADP,SCONJ,NOUN,AUX,VERB,DET,NOUN,PUNCT,SPACE,,,,,,,,,,,,,
To,do,:,listar,as,funcionalidades,do,sistema,.,,,,,,,,,,,,,,,,,,,
ADP,VERB,PUNCT,VERB,DET,NOUN,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,
Ou,,,bora,dar,um,rolê,mais,tarde,?,,,,,,,,,,,,,,,,,,,
INTJ,PUNCT,ADV,VERB,DET,NOUN,ADV,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,
Ai,mds,,,q,q,a,gente,vai,fazer,agora,?,,,,,,,,,,,,,,,,,
INTJ,PROPN,PUNCT,PRON,PRON,DET,NOUN,AUX,VERB,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,
Não,sei,a,onde,fica,o,ponto,de,ônibus,.,,,,,,,,,,,,,,,,,,
ADV,VERB,DET,ADV,VERB,DET,NOUN,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,
O,pote,estava,emcima,da,mesa,.,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,VERB,ADP,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
Vou,ver,se,tem,alguma,tarefa,pra,mim,fazer,hoje,.,,,,,,,,,,,,,,,,,
AUX,VERB,SCONJ,VERB,PRON,NOUN,ADP,PRON,VERB,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,
Hoje,tinha,menas,pessoas,na,aula,do,que,ontem,.,,,,,,,,,,,,,,,,,,
ADV,VERB,ADV,NOUN,ADP,NOUN,ADV,SCONJ,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,
Ontem,agente,foi,no,cinema,.,,,,,,,,,,,,,,,,,,,,,,
ADV,NOUN,VERB,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,
Vei,o,Ruan,ta,na,Disney,.,,,,,,,,,,,,,,,,,,,,,
ADJ,DET,PROPN,ADV,ADP,PROPN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
Fui,na,entrevista,,,mas,deu,ruim,.,A,vaga,já,havia,sido,preenchida,.,,,,,,,,,,,,,
VERB,ADP,NOUN,PUNCT,CCONJ,VERB,ADJ,PUNCT,DET,NOUN,ADV,AUX,VERB,ADJ,PUNCT,SPACE,,,,,,,,,,,,
Mano,do,céu,,,acho,que,eu,tirei,zero,na,prova,.,,,,,,,,,,,,,,,,
ADJ,DET,NOUN,PUNCT,VERB,SCONJ,PRON,VERB,NUM,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,
Que,isso,ai,fi,?,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,ADV,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
Pode,deixar,,,qualquer,coisa,eu,te,aviso,blz,?,,,,,,,,,,,,,,,,,,
NOUN,VERB,PUNCT,PRON,NOUN,PRON,PRON,NOUN,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,
Eu,vi,vc,na,festa,ontem,,,mas,não,deu,pra,ir,falar,com,vc,.,,,,,,,,,,,,
PRON,VERB,PRON,ADP,NOUN,ADV,PUNCT,CCONJ,ADV,VERB,ADP,VERB,VERB,ADP,PRON,PUNCT,SPACE,,,,,,,,,,,
O,prof,de,matemática,postou,a,lista,ontem,.,,,,,,,,,,,,,,,,,,,
DET,NOUN,ADP,NOUN,VERB,DET,NOUN,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,
Ela,formou,em,adm,na,UFLA,.,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,NOUN,ADP,PROPN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
Ela,me,chingou,muito,porque,eu,quebrei,a,janela,da,sala,.,,,,,,,,,,,,,,,,
PRON,PRON,VERB,ADV,SCONJ,PRON,VERB,DET,NOUN,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,
Eu,vou,voltar,de,táxi,,,o,metrô,para,muito,lonje,da,minha,casa,.,,,,,,,,,,,,,
PRON,AUX,VERB,ADP,NOUN,PUNCT,DET,NOUN,VERB,ADV,ADV,ADP,PRON,NOUN,PUNCT,SPACE,,,,,,,,,,,,
A,menina,chegou,atrazada,para,a,aula,de,engenharia,de,software,.,,,,,,,,,,,,,,,,
DET,NOUN,VERB,ADJ,ADP,DET,NOUN,ADP,NOUN,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,
O,probrema,de,matématica,estava,muito,dificiu,de,resolver,.,,,,,,,,,,,,,,,,,,
DET,NOUN,ADP,NOUN,VERB,ADV,ADJ,ADP,VERB,PUNCT,SPACE,,,,,,,,,,,,,,,,,
O,paciente,sofre,de,ELA,,,infelizmente,a,única,coisa,que,podemos,fazer,é,tratar,os,sintomas,.,,,,,,,,,,
DET,NOUN,VERB,ADP,PROPN,PUNCT,ADV,DET,ADJ,NOUN,SCONJ,AUX,VERB,VERB,VERB,DET,NOUN,PUNCT,SPACE,,,,,,,,,
Basta,acessar,a,homepage,para,saber,as,informções,da,empresa,.,,,,,,,,,,,,,,,,,
VERB,VERB,DET,NOUN,ADP,VERB,DET,NOUN,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,
Basta,mudar,a,configuração,no,BIOS,.,,,,,,,,,,,,,,,,,,,,,
VERB,VERB,DET,NOUN,ADP,PROPN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
Em,relação,à,dona,Regina,,,o,prognóstico,é,favorável,no,caso,de,pronta-suspensão,do,remédio,.,,,,,,,,,,,
ADP,NOUN,ADP,NOUN,PROPN,PUNCT,DET,NOUN,VERB,ADJ,ADP,NOUN,ADP,NOUN,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,
Vou,dormir,,,beijos,:*,*,,,,,,,,,,,,,,,,,,,,,,
AUX,VERB,PUNCT,NOUN,SYM,SYM,SPACE,,,,,,,,,,,,,,,,,,,,,
Não,vai,dar,pra,eu,ir,,,to,meio,doente,hoje,:(,,,,,,,,,,,,,,,,
ADV,AUX,VERB,ADP,PRON,VERB,PUNCT,VERB,ADJ,ADJ,ADV,SYM,SPACE,,,,,,,,,,,,,,,
Acho,que,não,vai,ter,aula,hoje,:D,,,,,,,,,,,,,,,,,,,,
VERB,SCONJ,ADV,AUX,VERB,NOUN,ADV,SYM,SPACE,,,,,,,,,,,,,,,,,,,
A,Silvia,tava,linda,na,festa,sábado,*,-,*,,,,,,,,,,,,,,,,,,
DET,PROPN,VERB,NOUN,ADP,NOUN,NOUN,SYM,SYM,SYM,SPACE,,,,,,,,,,,,,,,,,
Droga,,,acho,que,deixei,o,frango,queimar,no,forno,.,,,,,,,,,,,,,,,,,
INTJ,PUNCT,VERB,SCONJ,VERB,DET,NOUN,VERB,PRON,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,
Ah,,,como,eu,queria,voltar,a,ser,criança,!,,,,,,,,,,,,,,,,,,
INTJ,PUNCT,ADV,PRON,VERB,VERB,ADP,VERB,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,
Hum,!,Esse,brigadeiro,estava,muito,gostoso,.,,,,,,,,,,,,,,,,,,,,
INTJ,PUNCT,PRON,NOUN,VERB,ADV,ADJ,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,
Puxa,!,Hoje,não,foi,o,meu,dia,de,sorte,.,,,,,,,,,,,,,,,,,
INTJ,PUNCT,ADV,ADV,VERB,DET,PRON,NOUN,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,
Psiu,,,Faça,silêncio,!,,,,,,,,,,,,,,,,,,,,,,,
INTJ,PUNCT,VERB,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
Pow,cara,,,larga,esse,troço,pra,la,!,,,,,,,,,,,,,,,,,,,
INTJ,NOUN,PUNCT,VERB,PRON,NOUN,ADP,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,
Onde,nois,vai,?,,,,,,,,,,,,,,,,,,,,,,,,
ADV,PRON,VERB,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,,
Mano,,,cola,aqui,.,,,,,,,,,,,,,,,,,,,,,,,
ADJ,PUNCT,VERB,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
Muito,obrigada,por,registrar,nossa,chacota,.,,,,,,,,,,,,,,,,,,,,,
NOUN,INTJ,ADP,VERB,PRON,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
Hownt,,,que,fofo,*,-,*,,,,,,,,,,,,,,,,,,,,,
INTJ,PUNCT,SCONJ,ADJ,SYM,SYM,SYM,SPACE,,,,,,,,,,,,,,,,,,,,
Ow,,,bora,la,na,rep,?,,,,,,,,,,,,,,,,,,,,,
INTJ,PUNCT,VERB,ADV,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
Da,um,salve,aqui,.,,,,,,,,,,,,,,,,,,,,,,,
VERB,NUM,NOUN,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
Eu,to,morto,!,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADJ,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,,
Não,faz,isso,cara,,,moh,ideia,errada,!,,,,,,,,,,,,,,,,,,,
ADV,VERB,PRON,NOUN,PUNCT,INTJ,NOUN,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,
iiihh,,,buguei,!,!,,,,,,,,,,,,,,,,,,,,,,,
INTJ,PUNCT,VERB,PUNCT,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
Muleque,chavoso,.,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,ADJ,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,,,
Ninguém,mexe,com,meu,parça,!,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,PRON,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,
Shippo,demais,aqueles,dois,!,,,,,,,,,,,,,,,,,,,,,,,
VERB,ADV,PRON,NUM,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
Minino,,,vai,barré,o,terrero,!,,,,,,,,,,,,,,,,,,,,,
NOUN,PUNCT,AUX,VERB,DET,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
Tô,pistola,com,ele,desde,ontem,.,,,,,,,,,,,,,,,,,,,,,
VERB,ADJ,ADP,PRON,ADP,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
Tem,gente,que,passa,so,nas,costas,dos,outros,.,,,,,,,,,,,,,,,,,,
VERB,NOUN,SCONJ,VERB,ADV,ADP,NOUN,ADP,PRON,PUNCT,SPACE,,,,,,,,,,,,,,,,,
Zimbora,!,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,,,,
Se,ocê,ja,ta,encaminhando,é,mais,tranquilo,.,,,,,,,,,,,,,,,,,,,
SCONJ,PRON,ADV,VERB,VERB,VERB,ADV,ADJ,PUNCT,SPACE,,,,,,,,,,,,,,,,,,
Mano,,,acho,que,namoral,tenho,muita,coisa,para,fazer,.,,,,,,,,,,,,,,,,,
ADJ,PUNCT,VERB,SCONJ,ADJ,VERB,ADV,NOUN,ADP,VERB,PUNCT,SPACE,,,,,,,,,,,,,,,,
Caramba,velho,,,assim,não,tem,como,.,,,,,,,,,,,,,,,,,,,,
INTJ,ADJ,PUNCT,ADV,ADV,VERB,ADP,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,
Isso,é,close,errado,!,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,NOUN,VERB,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
Lacrei,!,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,,,,
Sou,sambista,,,meu,amor,.,,,,,,,,,,,,,,,,,,,,,,
VERB,NOUN,PUNCT,PRON,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,
Num,faiz,mais,isso,,,,,,,,,,,,,,,,,,,,,,,,
ADV,VERB,ADV,PRON,SPACE,,,,,,,,,,,,,,,,,,,,,,,
Que,raiva,>,:,c,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,NOUN,SYM,SYM,SYM,SPACE,,,,,,,,,,,,,,,,,,,,,,
Rushou,o,seriado,ontem,?,,,,,,,,,,,,,,,,,,,,,,,
VERB,DET,NOUN,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
Mano,,,bora,grindar,!,,,,,,,,,,,,,,,,,,,,,,,
ADJ,PUNCT,VERB,VERB,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
Eu,mexeno,aparece,idea,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,VERB,NOUN,SPACE,,,,,,,,,,,,,,,,,,,,,,,
E,comé,que,faz,?,?,,,,,,,,,,,,,,,,,,,,,,
CCONJ,ADV,SCONJ,VERB,PUNCT,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,
A,senhora,é,destruidora,mesmo,viu,!,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,VERB,NOUN,ADV,VERB,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
legal,..,mas,essa,música,,,não,dá,,,viu,..,😂,,,,,,,,,,,,,,,,
ADJ,PUNCT,CCONJ,DET,NOUN,PUNCT,ADV,VERB,PUNCT,VERB,PUNCT,SYM,SPACE,,,,,,,,,,,,,,,
Não,sei,oque,escrever,,,,,,,,,,,,,,,,,,,,,,,,
ADV,VERB,SCONJ,VERB,SPACE,,,,,,,,,,,,,,,,,,,,,,,
Vim,pelo,comentário,dum,cara,ae,,,,,,,,,,,,,,,,,,,,,,
VERB,DET,NOUN,ADP,NOUN,ADP,SPACE,,,,,,,,,,,,,,,,,,,,,
se,ouvir,a,xuxa,de,traz,para,frente,ela,fala,que,a,terra,e,esférica,.,,,,,,,,,,,,
SCONJ,VERB,DET,NOUN,ADP,ADV,ADP,ADV,PRON,VERB,SCONJ,DET,NOUN,CCONJ,ADJ,PUNCT,SPACE,,,,,,,,,,,
ACREDITE,OU,NÃO,é,d,ele,tbm,?,?,?,,,,,,,,,,,,,,,,,,
PROPN,PROPN,PROPN,VERB,ADP,PRON,ADV,PUNCT,PUNCT,PUNCT,SPACE,,,,,,,,,,,,,,,,,
quando,vc,pensa,que,já,viu,tudo,é,aí,que,vc,não,viu,nada,.,,,,,,,,,,,,,
ADV,PRON,VERB,SCONJ,ADV,VERB,PRON,VERB,ADV,ADV,PRON,ADV,VERB,PRON,PUNCT,SPACE,,,,,,,,,,,,
Eita,,,será,q,teremos,um,vídeo,polêmico,em,breve,?,,,,,,,,,,,,,,,,,
VERB,PUNCT,VERB,CCONJ,DET,DET,NOUN,ADJ,ADP,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,
Na,boa,eu,tava,totalmente,sem,interesse,mas,fui,lá,pesquisar,e,.....,🤣,🤣,🤣,🤣,,,,,,,,,,,
