ADJ,NOUN,ADJ,PUNCT,VERB,ADJ,DET,ADV,ADJ,DET,DET,ADJ,NOUN,SPACE,,,,,,,,,,,,,,
<NUM-ord>|ADJ|M|S|@>N,<np-idf>|N|M|S|@NPHR,ADJ|M|S|@N<,PU|@PU,<mv>|V|PS|3S|IND|@FS-STA,<first-cjt>|ADJ|M|S|@<SC,KC|@CO,<cjt>|<np-idf>|N|M|S|@<ACC,ADJ|M|S|@N<,<sam->|PRP|@N<,<artd>|<-sam>|DET|M|S|@>N,<diff>|DET|M|S|@>N,N|M|S|@P<,_SP,,,,,,,,,,,,,,
amod = aniversário,nsubj = triste,amod = aniversário,punct = aniversário,cop = triste,ROOT = triste,cc = muitooooo,conj = triste,obj = triste,case = tempo,det = tempo,amod = tempo,obl = triste,#NAME?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qual,horário,posso,retirar,?,,,,,,,,,,,,,,,,,,,,,,,
6-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,PRON,VERB,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
<diff>|<KOMP>|DET|M|S|@>N,<np-idf>|N|M|S|@SUBJ>,PERS|M|3S|ACC|@ACC>-PASS,<mv>|V|INF|@ICL-AUX<,PU|@PU,_SP,,,,,,,,,,,,,,,,,,,,,,
det = horário,nsubj = retirar,aux = retirar,ROOT = retirar,punct = retirar,#ERROR!,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mano,não,briga,",",arranja,treta,.,,,,,,,,,,,,,,,,,,,,,
7-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADJ,ADV,VERB,PUNCT,VERB,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
PROP|M|S|@SUBJ>,ADV,<mv>|V|PR|3S|IND|@FS-STA,PU|@PU,<mv>|V|PR|3S|IND|@FS-STA,ADJ|F|S|@N<,PU|@PU,_SP,,,,,,,,,,,,,,,,,,,,
nsubj = briga,advmod = briga,ROOT = briga,punct = arranja,amod = treta,obj = briga,punct = briga,#ERROR!,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
segue,respirando,com,a,ajuda,de,aparelhos,,,,,,,,,,,,,,,,,,,,,
8-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUX,VERB,ADP,DET,NOUN,ADP,NOUN,SPACE,,,,,,,,,,,,,,,,,,,,
<aux>|V|PR|3S|IND|@FS-STA,<mv>|V|GER|@ICL-AUX<,PRP|@<PIV,<artd>|ART|F|S|@>N,<np-def>|N|F|S|@P<,PRP|@N<,<np-idf>|N|M|P|@P<,_SP,,,,,,,,,,,,,,,,,,,,
ROOT = segue,advcl = segue,case = ajuda,det = ajuda,obl = respirando,case = aparelhos,nmod = ajuda,#NAME?,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Que,é,isso,véio,!,,,,,,,,,,,,,,,,,,,,,,,
9-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCONJ,VERB,PRON,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,
KS|@SUB,<mv>|V|PR|3S|IND|@FS-STA,<dem>|INDP|M|S|@SUBJ>,ADJ|F|S|@<SC,PU|@PU,_SP,,,,,,,,,,,,,,,,,,,,,,
nsubj = véio,cop = véio,nsubj = véio,ROOT = véio,punct = véio,#ERROR!,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veja,bem,em,quem,vota,aí,nas,eleições,rapaziada,,,,,,,,,,,,,,,,,,,
10-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,ADV,ADP,PRON,VERB,ADV,ADJ,NOUN,NOUN,SPACE,,,,,,,,,,,,,,,,,,
<mv>|V|PR|3S|SUBJ|@FS-STA,<quant>|ADV|@<ADVL,PRP|@<ADVL,<rel>|INDP|M|S|@P<,<np-idf>|N|F|S|@P<,<kc>|ADV|@ADVL>,ADJ|F|P|@>N,<np-def>|N|F|P|@<ACC,<mv>|V|PCP|F|S|@ICL-N<,_SP,,,,,,,,,,,,,,,,,,
ROOT = Veja,advmod = Veja,case = quem,obl = vota,ccomp = Veja,advmod = vota,amod = eleições,obj = vota,acl = eleições,#NAME?,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mais,atenção,galera,vamo,colaborar,pra,eles,faze,serviço,de,qualidade,pra,nois,como,sempre,fazem,!,,,,,,,,,,,
11-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADV,NOUN,NOUN,VERB,VERB,ADP,PRON,VERB,NOUN,ADP,NOUN,ADP,NOUN,ADV,ADV,VERB,PUNCT,SPACE,,,,,,,,,,
<quant>|<KOMP>|ADV|@>A,<np-idf>|N|F|S|@SUBJ>,<mv>|V|PR|3S|IND|@FS-STA,ADJ|F|S|@N<,<mv>|V|INF|@ICL-AUX<,PRP|@<ADVL,<dem>|DET|F|P|@>N,ADJ|M|S|@>N,<np-idf>|N|M|S|@P<,PRP|@N<,<np-idf>|N|F|S|@P<,PRP|@N<,<np-idf>|N|M|S|@P<,<rel>|ADV|@ADVL>,ADV|@ADVL>,<mv>|V|PR|3P|IND|@FS-N<,PU|@PU,_SP,,,,,,,,,,
det = atenção,nsubj = galera,ROOT = galera,xcomp = galera,xcomp = vamo,case = eles,obl = colaborar,amod = eles,obj = colaborar,case = qualidade,nmod = serviço,case = nois,nmod = qualidade,advmod = fazem,advmod = fazem,xcomp = colaborar,punct = galera,#ERROR!,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diz,ser,de,São,Carlos,mais,nunca,ando,de,onibus,lotado,e,grito,calma,ai,motorista,eu,vo,desce,kkkkkkk,!,,,,,,,
12-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,VERB,ADP,PROPN,PROPN,ADV,ADV,VERB,ADP,NOUN,ADJ,CCONJ,VERB,ADJ,ADP,NOUN,PRON,ADV,VERB,X,PUNCT,SPACE,,,,,,
<mv>|V|PR|3S|IND|@FS-STA,<mv>|V|INF|@ICL-<ACC,PRP|@<SC,PROPN,PROPN,<quant>|<KOMP>|ADV|@>A,ADV|@ADVL>,<mv>|V|GER|@ICL-<ADVL,PRP|@<PIV,<np-idf>|N|M|P|@P<,<mv>|V|PCP|M|S|@ICL-N<,<co-postnom>|KC|@CO,<np-idf>|N|M|S|@N<PRED,ADJ|M|S|@N<,PRP|@N<,ADJ|F|S|@N<,PERS|M/F|1S|NOM|@SUBJ>,ADV,<mv>|V|PR|3S|IND|@FS-STA,<np-idf>|N|M|P|@<ACC,PU|@PU,_SP,,,,,,
csubj = ai,cop = São,case = São,xcomp = Diz,flat:name = São,advmod = nunca,advmod = ando,advcl = São,case = onibus,xcomp = ando,acl = onibus,cc = grito,conj = lotado,amod = grito,ROOT = ai,obj = ai,nsubj = desce,iobj = desce,parataxis = ai,obj = desce,punct = ai,#ERROR!,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ele,foi,trollado,kkkk,,,,,,,,,,,,,,,,,,,,,,,,
13-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,NOUN,SPACE,,,,,,,,,,,,,,,,,,,,,,,
PERS|M|3S|NOM|@SUBJ>,<aux>|V|PS|3S|IND|@FS-STA,<pass>|<mv>|V|PCP|M|S|@ICL-AUX<,<np-idf>|N|F|S|@<SC,_SP,,,,,,,,,,,,,,,,,,,,,,,
nsubj:pass = trollado,aux:pass = trollado,ROOT = trollado,nsubj:pass = trollado,#NAME?,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vou,viajar,pra,fora,do,Brasil,",",SQN,,,,,,,,,,,,,,,,,,,,
14-?,,,,,,,?,,,,,,,,,,,,,,,,,,,,
AUX,VERB,ADP,ADV,ADP,PROPN,PUNCT,PROPN,SPACE,,,,,,,,,,,,,,,,,,,
<aux>|V|PR|1S|IND|@FS-STA,<mv>|V|INF|@ICL-AUX<,PRP|@<ADVL,ADV|@P<,PRP|@A<,PROP|M|S|@P<,PU|@PU,PROP|M|S|@SUBJ>,_SP,,,,,,,,,,,,,,,,,,,
aux = viajar,ROOT = viajar,case = fora,advmod = viajar,case = Brasil,obl = fora,punct = viajar,appos = viajar,#NAME?,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Você,é,meu,bife,",",amo,você,:,(,-,,,,,,,,,,,,,,,,,,
15-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,NOUN,PUNCT,VERB,PRON,SYM,SYM,SYM,SPACE,,,,,,,,,,,,,,,,,
PERS|M/F|3S|NOM|@SUBJ>,<mv>|V|PR|3S|IND|@FS-STA,<poss>|DET|M|S|@>N,<np-def>|N|M|S|@<SC,PU|@PU,<mv>|V|PR|3S|IND|@FS-STA,PERS|M/F|3S|NOM|@SUBJ>,PU|@PU,PU|@PU,PU|@PU,_SP,,,,,,,,,,,,,,,,,
nsubj = bife,cop = bife,det = bife,ROOT = bife,punct = você,case = você,nmod = bife,punct = bife,punct = -,punct = bife,#ERROR!,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ela,vive,postando,selfie,.,Quer,biscoito,essa,d,aí,...,,,,,,,,,,,,,,,,,
16-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,VERB,NOUN,PUNCT,VERB,NOUN,ADP,ADP,ADP,PUNCT,SPACE,,,,,,,,,,,,,,,,
PERS|F|3S|NOM|@SUBJ>,<mv>|V|PR|3S|IND|@FS-STA,<mv>|V|GER|@ICL-AUX<,<np-idf>|N|F|P|@<ACC,PU|@PU,<mv>|V|PR|3S|IND|@FS-STA,<np-idf>|N|M|S|@<ACC,PRP|@N<,PRP|@N<,<-sam>|ADV|@P<,PU|@PU,_SP,,,,,,,,,,,,,,,,
nsubj = vive,ROOT = vive,xcomp = vive,obj = postando,punct = vive,ROOT = Quer,obj = Quer,amod = biscoito,case = aí,advmod = essa,punct = Quer,#ERROR!,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Este,boné,é,chavoso,demais,!,,,,,,,,,,,,,,,,,,,,,,
17-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET,NOUN,VERB,ADJ,PRON,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,
<dem>|DET|M|S|@>N,<np-def>|N|M|S|@SUBJ>,<mv>|V|PR|3S|IND|@FS-STA,ADJ|M|S|@<SC,<mv>|V|INF|@ICL-<SUBJ,PU|@PU,_SP,,,,,,,,,,,,,,,,,,,,,
det = boné,nsubj = chavoso,cop = chavoso,ROOT = chavoso,advmod = chavoso,punct = chavoso,#ERROR!,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minha,foto,hitou,no,Instagram,,,,,,,,,,,,,,,,,,,,,,,
18-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,VERB,PRON,PROPN,SPACE,,,,,,,,,,,,,,,,,,,,,,
<poss>|DET|F|S|@>N,<np-def>|N|F|S|@SUBJ>,<mv>|V|PS|3S|IND|@FS-STA,PERS|M|3S|ACC|@<ACC,PROPN,_SP,,,,,,,,,,,,,,,,,,,,,,
det = foto,nsubj = hitou,ROOT = hitou,obj = hitou,flat:name = no,#NAME?,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qual,é,a,tua,",",menó,?,Tá,causando,no,rolê,!,,,,,,,,,,,,,,,,
19-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,DET,NOUN,PUNCT,NOUN,PUNCT,AUX,VERB,PRON,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,
PRON,<mv>|V|PR|3S|IND|@FS-QUE,<artd>|ART|F|S|@>N,<np-def>|N|F|S|@<SC,PU|@PU,<np-idf>|N|M|S|@N<PRED,PU|@PU,<aux>|V|PR|3S|IND|@FS-STA,<mv>|V|GER|@ICL-AUX<,PERS|M|3S|ACC|@<ACC,<np-idf>|N|M|S|@<ACC,PU|@PU,_SP,,,,,,,,,,,,,,,
dep = menó,cop = Qual,obl = tua,dep = Qual,punct = Qual,ROOT = menó,punct = menó,aux = causando,ROOT = causando,obj = causando,xcomp = causando,punct = causando,#ERROR!,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Você,mitou,n,aquele,post,,,,,,,,,,,,,,,,,,,,,,,
20-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,ADP,DET,NOUN,SPACE,,,,,,,,,,,,,,,,,,,,,,
PERS|M/F|3S|NOM|@SUBJ>,<first-cjt>|<mv>|V|PS|3S|IND|@FS-STA,<sam->|PRP|@<SA,<-sam>|<dem>|DET|M|S|@>N,<np-def>|N|M|S|@P<,_SP,,,,,,,,,,,,,,,,,,,,,,
nsubj = mitou,ROOT = mitou,case = post,det = post,obl = mitou,#NAME?,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graças,a,Deus,",",sextou,,,,,,,,,,,,,,,,,,,,,,,
21-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,ADP,PROPN,PUNCT,VERB,SPACE,,,,,,,,,,,,,,,,,,,,,,
ADV|@ADVL>,PRP|@A<,PROP|M|S|@P<,PU|@PU,<mv>|V|PS|3S|IND|@FS-STA,_SP,,,,,,,,,,,,,,,,,,,,,,
advmod = sextou,case = Deus,obl = Graças,punct = Graças,ROOT = sextou,#NAME?,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minha,mãe,tá,na,Disney,que,eu,vou,voltar,à,s,22h,da,festa,,,,,,,,,,,,,,
22-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,NOUN,VERB,ADP,PROPN,SCONJ,PRON,AUX,VERB,DET,DET,NOUN,ADP,NOUN,SPACE,,,,,,,,,,,,,
<poss>|DET|F|S|@>N,<np-def>|N|F|S|@SUBJ>,<mv>|V|PR|3S|IND|@FS-STA,PRP|@<SA,PROP|M|S|@P<,KS|@SUB,PERS|M/F|1S|NOM|@SUBJ>,<aux>|V|PR|1S|IND|@FS-STA,<mv>|V|INF|@ICL-AUX<,<sam->|PRP|@<ADVL,<-sam>|<artd>|ART|F|P|@>N,<np-def>|N|F|P|@P<,ADP,<np-idf>|N|F|S|@P<,_SP,,,,,,,,,,,,,
det = mãe,nsubj = tá,ROOT = tá,obj = tá,obj = tá,obj = voltar,nsubj = voltar,aux = voltar,acl:relcl = Disney,case = 22h,det = 22h,obl = voltar,case = festa,nmod = 22h,#NAME?,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nóis,foi,mesmo,!,,,,,,,,,,,,,,,,,,,,,,,,
23-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOUN,VERB,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,,,
PROP|M|S|@SUBJ>,<mv>|V|PS|3S|IND|@FS-STA,<quant>|ADV|@<ADVL,PU|@PU,_SP,,,,,,,,,,,,,,,,,,,,,,,
nsubj = foi,cop = mesmo,ROOT = mesmo,punct = mesmo,#ERROR!,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nesse,ponto,de,onibus,esperando,até,o,infinito,não,vai,passar,não,?,,,,,,,,,,,,,,,
24-OK(?),,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,ADP,NOUN,VERB,ADP,DET,NOUN,ADV,AUX,VERB,ADV,PUNCT,SPACE,,,,,,,,,,,,,,
ADJ|M|S|@>N,<np-idf>|N|M|S|@NPHR,PRP|@N<,<np-idf>|N|M|P|@P<,<mv>|V|GER|@ICL-<ADVL,PRP|@<ADVL,<artd>|ART|M|S|@>N,<np-def>|N|M|S|@P<,ADV,<aux>|V|PR|3S|IND|@FS-STA,<mv>|V|INF|@ICL-AUX<,ADV|@<ADVL,PU|@PU,_SP,,,,,,,,,,,,,,
csubj = passar,obj = Nesse,mark = onibus,acl = ponto,xcomp = onibus,case = infinito,det = infinito,obl = esperando,advmod = passar,aux = passar,ROOT = passar,advmod = passar,punct = passar,#ERROR!,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ninguém,escreve,América,sem,Érica,,,,,,,,,,,,,,,,,,,,,,,
25-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,VERB,PROPN,ADP,PROPN,SPACE,,,,,,,,,,,,,,,,,,,,,,
INDP|M|S|@SUBJ>,<mv>|V|PR|3S|IND|@FS-STA,PROP|F|S|@<ACC,PRP|@<ADVL,PROPN,_SP,,,,,,,,,,,,,,,,,,,,,,
nsubj = escreve,ROOT = escreve,obj = escreve,case = Érica,nmod = América,#NAME?,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
to,bem,tb,kkk,vou,passar,pra,minha,mãe,kkk,,,,,,,,,,,,,,,,,,
26-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,ADV,ADV,X,AUX,VERB,DET,PRON,NOUN,X,SPACE,,,,,,,,,,,,,,,,,
PRP|@ADVL>,<quant>|ADV|@>A,X,X,<aux>|V|IMPF|3S|IND|@FS-<ACC,<mv>|V|INF|@ICL-AUX<,<artd>|ART|F|S|@>N,<poss>|DET|F|S|@>N,<np-def>|N|F|S|@<ACC,ADJ|F|S|@N<,_SP,,,,,,,,,,,,,,,,,
ROOT = to,advmod = to,advmod = passar,nsubj = passar,aux = passar,advcl = to,case = mãe,det = mãe,obl = passar,obj = passar,#NAME?,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
e,esse,trem,panorâmico,na,Suíca,?,,,,,,,,,,,,,,,,,,,,,
27-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,NOUN,NOUN,PROPN,PROPN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,
<co-subj>|KC|@CO,<dem>|DET|M|S|@SUBJ>,<mv>|V|INF|3P|@ICL-P<,<np-idf>|N|M|S|@<ACC,PROPN,PROP|M|S|@P<,PU|@PU,_SP,,,,,,,,,,,,,,,,,,,,
cc = trem,nsubj = trem,ROOT = trem,obj = trem,obj = trem,obj = trem,punct = trem,#ERROR!,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internautas,veem,ele,ali,escondido,,,,,,,,,,,,,,,,,,,,,,,
28-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPN,VERB,PRON,ADV,VERB,SPACE,,,,,,,,,,,,,,,,,,,,,,
PROP|M|S|@SUBJ>,<mv>|V|FUT|3S|IND|@FS-STA,PERS|M|3S|NOM|@SUBJ>,ADV|@ADVL>,<mv>|V|PCP|M|S|@ICL-N<,_SP,,,,,,,,,,,,,,,,,,,,,,
nsubj = veem,ROOT = veem,obj = veem,advmod = escondido,acl = ele,#NAME?,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Em,vc,nada,palhaço,",",vai,fazer,em,mim,,,,,,,,,,,,,,,,,,,
29-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADP,NOUN,NOUN,NOUN,PUNCT,AUX,VERB,ADP,PRON,SPACE,,,,,,,,,,,,,,,,,,
PRP|@ADVL>,N|F|S|@P<,<quant>|DET|M|S|@>N,<np-idf>|N|M|S|@P<,PU|@PU,<aux>|V|PR|3S|IND|@FS-STA,<mv>|V|INF|@ICL-AUX<,<sam->|PRP|@<PIV,PERS|M/F|1S|PIV|@P<,_SP,,,,,,,,,,,,,,,,,,
case = vc,obl = fazer,advmod = fazer,amod = nada,punct = nada,aux = fazer,ROOT = fazer,case = mim,obl = fazer,#NAME?,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mas,vc,n,bebe,né,?,,,,,,,,,,,,,,,,,,,,,,
30-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCONJ,PRON,PRON,VERB,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,
KC|@CO,PROPN,PERS|M/F|3S/P|ACC|@SUBJ>,<cjt>|<mv>|V|PR|3S|IND|@FS-STA,PERS|F|3S|ACC|@<ACC,PU|@PU,_SP,,,,,,,,,,,,,,,,,,,,,
cc = bebe,nsubj = bebe,det = bebe,ROOT = bebe,obj = bebe,punct = bebe,#ERROR!,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quero,acordar,cedo,",",mais,durmo,tarde,todos,os,dias,.,,,,,,,,,,,,,,,,,
31-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERB,VERB,ADV,PUNCT,CCONJ,NOUN,ADV,PRON,DET,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,
<mv>|V|PR|1S|IND|@FS-STA,<mv>|V|INF|@ICL-<ACC,ADV|@<ADVL,PU|@PU,<quant>|<KOMP>|<COMP>|DET|M|S|@>N,<np-idf>|N|M|S|@N<PRED,ADV|@ADVL>,<quant>|DET|M|P|@>N,PRP|@N<,N|M|S|@P<,PU|@PU,_SP,,,,,,,,,,,,,,,,
ROOT = Quero,xcomp = Quero,advmod = acordar,punct = durmo,advmod = durmo,obj = acordar,advmod = durmo,obj = durmo,case = dias,nmod = todos,punct = Quero,#ERROR!,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ela,se,demitiu,",",não,sei,porquê,.,,,,,,,,,,,,,,,,,,,,
32-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,PRON,VERB,PUNCT,ADV,VERB,NOUN,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,
PERS|F|3S|NOM|@SUBJ>,PERS|M|3S|ACC|@ACC>-PASS,<mv>|V|PS|3S|IND|@FS-STA,PU|@PU,ADV,<mv>|V|PS|1S|IND|@FS-STA,PRON,PU|@PU,_SP,,,,,,,,,,,,,,,,,,,
nsubj = demitiu,expl = demitiu,ROOT = demitiu,punct = sei,advmod = sei,ccomp = demitiu,obj = sei,punct = demitiu,#ERROR!,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agente,vai,estudar,português,hoje,.,,,,,,,,,,,,,,,,,,,,,,
33-OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRON,AUX,VERB,NOUN,ADV,PUNCT,SPACE,,,,,,,,,,,,,,,,,,,,,
ADV|@ADVL>,<aux>|V|PR|3S|IND|@FS-STA,<mv>|V|INF|@ICL-AUX<,<np-idf>|N|M|S|@<ACC,ADV|@<ADVL,PU|@PU,_SP,,,,,,,,,,,,,,,,,,,,,
